"Statistic Label","CensusYear","Sex","Single Year of Age","Administrative Counties","UNIT","VALUE"
"Population","2022","Both sexes","81 years","Cork County Council","Number","1407"
"Population","2022","Both sexes","81 years","Kerry County Council","Number","783"
"Population","2022","Both sexes","81 years","Limerick City & County Council","Number","888"
"Population","2022","Both sexes","81 years","Tipperary County Council","Number","775"
"Population","2022","Both sexes","81 years","Waterford City & County Council","Number","585"
"Population","2022","Both sexes","81 years","Galway City Council","Number","250"
"Population","2022","Both sexes","81 years","Galway County Council","Number","865"
"Population","2022","Both sexes","81 years","Leitrim County Council","Number","150"
"Population","2022","Both sexes","81 years","Mayo  County Council","Number","740"
"Population","2022","Both sexes","81 years","Roscommon County Council","Number","335"
"Population","2022","Both sexes","81 years","Sligo County Council","Number","340"
"Population","2022","Both sexes","81 years","Cavan County Council","Number","319"
"Population","2022","Both sexes","81 years","Donegal County Council","Number","840"
"Population","2022","Both sexes","81 years","Monaghan County Council","Number","251"
"Population","2022","Both sexes","82 years","Ireland","Number","19538"
"Population","2022","Both sexes","82 years","Carlow County Council","Number","240"
"Population","2022","Both sexes","82 years","Dublin City Council","Number","2287"
"Population","2022","Both sexes","82 years","Dún Laoghaire Rathdown County Council","Number","1229"
"Population","2022","Both sexes","82 years","Fingal County Council","Number","848"
"Population","2022","Both sexes","82 years","South Dublin County Council","Number","901"
"Population","2022","Both sexes","82 years","Kildare County Council","Number","636"
"Population","2022","Both sexes","82 years","Kilkenny County Council","Number","399"
"Population","2022","Both sexes","82 years","Laois County Council","Number","269"
"Population","2022","Both sexes","82 years","Longford County Council","Number","164"
"Population","2022","Both sexes","82 years","Louth County Council","Number","512"
"Population","2022","Both sexes","82 years","Meath County Council","Number","617"
"Population","2022","Both sexes","82 years","Offaly County Council","Number","319"
"Population","2022","Both sexes","82 years","Westmeath County Council","Number","328"
"Population","2022","Both sexes","82 years","Wexford County Council","Number","670"
"Population","2022","Both sexes","82 years","Wicklow County Council","Number","599"
"Population","2022","Both sexes","82 years","Clare County Council","Number","526"
"Population","2022","Both sexes","82 years","Cork City Council","Number","963"
"Population","2022","Both sexes","82 years","Cork County Council","Number","1379"
"Population","2022","Both sexes","82 years","Kerry County Council","Number","758"
"Population","2022","Both sexes","82 years","Limerick City & County Council","Number","846"
"Population","2022","Both sexes","82 years","Tipperary County Council","Number","749"
"Population","2022","Both sexes","82 years","Waterford City & County Council","Number","502"
"Population","2022","Both sexes","82 years","Galway City Council","Number","279"
"Population","2022","Both sexes","82 years","Galway County Council","Number","804"
"Population","2022","Both sexes","82 years","Leitrim County Council","Number","169"
"Population","2022","Both sexes","82 years","Mayo  County Council","Number","641"
"Population","2022","Both sexes","82 years","Roscommon County Council","Number","322"
"Population","2022","Both sexes","82 years","Sligo County Council","Number","298"
"Population","2022","Both sexes","82 years","Cavan County Council","Number","273"
"Population","2022","Both sexes","82 years","Donegal County Council","Number","744"
"Population","2022","Both sexes","82 years","Monaghan County Council","Number","267"
"Population","2022","Both sexes","83 years","Ireland","Number","17885"
"Population","2022","Both sexes","83 years","Carlow County Council","Number","203"
"Population","2022","Both sexes","83 years","Dublin City Council","Number","2088"
"Population","2022","Both sexes","83 years","Dún Laoghaire Rathdown County Council","Number","1141"
"Population","2022","Both sexes","83 years","Fingal County Council","Number","707"
"Population","2022","Both sexes","83 years","South Dublin County Council","Number","798"
"Population","2022","Both sexes","83 years","Kildare County Council","Number","562"
"Population","2022","Both sexes","83 years","Kilkenny County Council","Number","387"
"Population","2022","Both sexes","83 years","Laois County Council","Number","251"
"Population","2022","Both sexes","83 years","Longford County Council","Number","143"
"Population","2022","Both sexes","83 years","Louth County Council","Number","461"
"Population","2022","Both sexes","83 years","Meath County Council","Number","567"
"Population","2022","Both sexes","83 years","Offaly County Council","Number","313"
"Population","2022","Both sexes","83 years","Westmeath County Council","Number","346"
"Population","2022","Both sexes","83 years","Wexford County Council","Number","651"
"Population","2022","Both sexes","83 years","Wicklow County Council","Number","531"
"Population","2022","Both sexes","83 years","Clare County Council","Number","476"
"Population","2022","Both sexes","83 years","Cork City Council","Number","844"
"Population","2022","Both sexes","83 years","Cork County Council","Number","1179"
"Population","2022","Both sexes","83 years","Kerry County Council","Number","615"
"Population","2022","Both sexes","83 years","Limerick City & County Council","Number","771"
"Population","2022","Both sexes","83 years","Tipperary County Council","Number","678"
"Population","2022","Both sexes","83 years","Waterford City & County Council","Number","501"
"Population","2022","Both sexes","83 years","Galway City Council","Number","277"
"Population","2022","Both sexes","83 years","Galway County Council","Number","770"
"Population","2022","Both sexes","83 years","Leitrim County Council","Number","163"
"Population","2022","Both sexes","83 years","Mayo  County Council","Number","621"
"Population","2022","Both sexes","83 years","Roscommon County Council","Number","317"
"Population","2022","Both sexes","83 years","Sligo County Council","Number","298"
"Population","2022","Both sexes","83 years","Cavan County Council","Number","280"
"Population","2022","Both sexes","83 years","Donegal County Council","Number","707"
"Population","2022","Both sexes","83 years","Monaghan County Council","Number","239"
"Population","2022","Both sexes","84 years","Ireland","Number","15655"
"Population","2022","Both sexes","84 years","Carlow County Council","Number","198"
"Population","2022","Both sexes","84 years","Dublin City Council","Number","1916"
"Population","2022","Both sexes","84 years","Dún Laoghaire Rathdown County Council","Number","992"
"Population","2022","Both sexes","84 years","Fingal County Council","Number","642"
"Population","2022","Both sexes","84 years","South Dublin County Council","Number","711"
"Population","2022","Both sexes","84 years","Kildare County Council","Number","464"
"Population","2022","Both sexes","84 years","Kilkenny County Council","Number","347"
"Population","2022","Both sexes","84 years","Laois County Council","Number","205"
"Population","2022","Both sexes","84 years","Longford County Council","Number","140"
"Population","2022","Both sexes","84 years","Louth County Council","Number","416"
"Population","2022","Both sexes","84 years","Meath County Council","Number","460"
"Population","2022","Both sexes","84 years","Offaly County Council","Number","251"
"Population","2022","Both sexes","84 years","Westmeath County Council","Number","275"
"Population","2022","Both sexes","84 years","Wexford County Council","Number","553"
"Population","2022","Both sexes","84 years","Wicklow County Council","Number","454"
"Population","2022","Both sexes","84 years","Clare County Council","Number","394"
"Population","2022","Both sexes","84 years","Cork City Council","Number","750"
"Population","2022","Both sexes","84 years","Cork County Council","Number","1059"
"Population","2022","Both sexes","84 years","Kerry County Council","Number","607"
"Population","2022","Both sexes","84 years","Limerick City & County Council","Number","687"
"Population","2022","Both sexes","84 years","Tipperary County Council","Number","611"
"Population","2022","Both sexes","84 years","Waterford City & County Council","Number","429"
"Population","2022","Both sexes","84 years","Galway City Council","Number","236"
"Population","2022","Both sexes","84 years","Galway County Council","Number","603"
"Population","2022","Both sexes","84 years","Leitrim County Council","Number","144"
"Population","2022","Both sexes","84 years","Mayo  County Council","Number","543"
"Population","2022","Both sexes","84 years","Roscommon County Council","Number","249"
"Population","2022","Both sexes","84 years","Sligo County Council","Number","237"
"Population","2022","Both sexes","84 years","Cavan County Council","Number","252"
"Population","2022","Both sexes","84 years","Donegal County Council","Number","623"
"Population","2022","Both sexes","84 years","Monaghan County Council","Number","207"
"Population","2022","Both sexes","85 years","Ireland","Number","14457"
"Population","2022","Both sexes","85 years","Carlow County Council","Number","141"
"Population","2022","Both sexes","85 years","Dublin City Council","Number","1786"
"Population","2022","Both sexes","85 years","Dún Laoghaire Rathdown County Council","Number","937"
"Population","2022","Both sexes","85 years","Fingal County Council","Number","546"
"Population","2022","Both sexes","85 years","South Dublin County Council","Number","644"
"Population","2022","Both sexes","85 years","Kildare County Council","Number","475"
"Population","2022","Both sexes","85 years","Kilkenny County Council","Number","309"
"Population","2022","Both sexes","85 years","Laois County Council","Number","198"
"Population","2022","Both sexes","85 years","Longford County Council","Number","143"
"Population","2022","Both sexes","85 years","Louth County Council","Number","352"
"Population","2022","Both sexes","85 years","Meath County Council","Number","438"
"Population","2022","Both sexes","85 years","Offaly County Council","Number","295"
"Population","2022","Both sexes","85 years","Westmeath County Council","Number","274"
"Population","2022","Both sexes","85 years","Wexford County Council","Number","503"
"Population","2022","Both sexes","85 years","Wicklow County Council","Number","417"
"Population","2022","Both sexes","85 years","Clare County Council","Number","376"
"Population","2022","Both sexes","85 years","Cork City Council","Number","653"
"Population","2022","Both sexes","85 years","Cork County Council","Number","1050"
"Population","2022","Both sexes","85 years","Kerry County Council","Number","499"
"Population","2022","Both sexes","85 years","Limerick City & County Council","Number","597"
"Population","2022","Both sexes","85 years","Tipperary County Council","Number","551"
"Population","2022","Both sexes","85 years","Waterford City & County Council","Number","396"
"Population","2022","Both sexes","85 years","Galway City Council","Number","211"
"Population","2022","Both sexes","85 years","Galway County Council","Number","569"
"Population","2022","Both sexes","85 years","Leitrim County Council","Number","108"
"Population","2022","Both sexes","85 years","Mayo  County Council","Number","523"
"Population","2022","Both sexes","85 years","Roscommon County Council","Number","235"
"Population","2022","Both sexes","85 years","Sligo County Council","Number","260"
"Population","2022","Both sexes","85 years","Cavan County Council","Number","245"
"Population","2022","Both sexes","85 years","Donegal County Council","Number","551"
"Population","2022","Both sexes","85 years","Monaghan County Council","Number","175"
"Population","2022","Both sexes","86 years","Ireland","Number","12871"
"Population","2022","Both sexes","86 years","Carlow County Council","Number","159"
"Population","2022","Both sexes","86 years","Dublin City Council","Number","1562"
"Population","2022","Both sexes","86 years","Dún Laoghaire Rathdown County Council","Number","817"
"Population","2022","Both sexes","86 years","Fingal County Council","Number","500"
"Population","2022","Both sexes","86 years","South Dublin County Council","Number","530"
"Population","2022","Both sexes","86 years","Kildare County Council","Number","371"
"Population","2022","Both sexes","86 years","Kilkenny County Council","Number","307"
"Population","2022","Both sexes","86 years","Laois County Council","Number","176"
"Population","2022","Both sexes","86 years","Longford County Council","Number","140"
"Population","2022","Both sexes","86 years","Louth County Council","Number","317"
"Population","2022","Both sexes","86 years","Meath County Council","Number","402"
"Population","2022","Both sexes","86 years","Offaly County Council","Number","225"
"Population","2022","Both sexes","86 years","Westmeath County Council","Number","242"
"Population","2022","Both sexes","86 years","Wexford County Council","Number","443"
"Population","2022","Both sexes","86 years","Wicklow County Council","Number","372"
"Population","2022","Both sexes","86 years","Clare County Council","Number","355"
"Population","2022","Both sexes","86 years","Cork City Council","Number","614"
"Population","2022","Both sexes","86 years","Cork County Council","Number","923"
"Population","2022","Both sexes","86 years","Kerry County Council","Number","439"
"Population","2022","Both sexes","86 years","Limerick City & County Council","Number","556"
"Population","2022","Both sexes","86 years","Tipperary County Council","Number","503"
"Population","2022","Both sexes","86 years","Waterford City & County Council","Number","354"
"Population","2022","Both sexes","86 years","Galway City Council","Number","181"
"Population","2022","Both sexes","86 years","Galway County Council","Number","552"
"Population","2022","Both sexes","86 years","Leitrim County Council","Number","92"
"Population","2022","Both sexes","86 years","Mayo  County Council","Number","451"
"Population","2022","Both sexes","86 years","Roscommon County Council","Number","235"
"Population","2022","Both sexes","86 years","Sligo County Council","Number","222"
"Population","2022","Both sexes","86 years","Cavan County Council","Number","226"
"Population","2022","Both sexes","86 years","Donegal County Council","Number","434"
"Population","2022","Both sexes","86 years","Monaghan County Council","Number","171"
"Population","2022","Both sexes","87 years","Ireland","Number","11281"
"Population","2022","Both sexes","87 years","Carlow County Council","Number","119"
"Population","2022","Both sexes","87 years","Dublin City Council","Number","1417"
"Population","2022","Both sexes","87 years","Dún Laoghaire Rathdown County Council","Number","736"
"Population","2022","Both sexes","87 years","Fingal County Council","Number","434"
"Population","2022","Both sexes","87 years","South Dublin County Council","Number","474"
"Population","2022","Both sexes","87 years","Kildare County Council","Number","341"
"Population","2022","Both sexes","87 years","Kilkenny County Council","Number","278"
"Population","2022","Both sexes","87 years","Laois County Council","Number","158"
"Population","2022","Both sexes","87 years","Longford County Council","Number","102"
"Population","2022","Both sexes","87 years","Louth County Council","Number","266"
"Population","2022","Both sexes","87 years","Meath County Council","Number","379"
"Population","2022","Both sexes","87 years","Offaly County Council","Number","173"
"Population","2022","Both sexes","87 years","Westmeath County Council","Number","228"
"Population","2022","Both sexes","87 years","Wexford County Council","Number","366"
"Population","2022","Both sexes","87 years","Wicklow County Council","Number","291"
"Population","2022","Both sexes","87 years","Clare County Council","Number","283"
"Population","2022","Both sexes","87 years","Cork City Council","Number","528"
"Population","2022","Both sexes","87 years","Cork County Council","Number","804"
"Population","2022","Both sexes","87 years","Kerry County Council","Number","424"
"Population","2022","Both sexes","87 years","Limerick City & County Council","Number","451"
"Population","2022","Both sexes","87 years","Tipperary County Council","Number","430"
"Population","2022","Both sexes","87 years","Waterford City & County Council","Number","328"
"Population","2022","Both sexes","87 years","Galway City Council","Number","143"
"Population","2022","Both sexes","87 years","Galway County Council","Number","439"
"Population","2022","Both sexes","87 years","Leitrim County Council","Number","105"
"Population","2022","Both sexes","87 years","Mayo  County Council","Number","393"
"Population","2022","Both sexes","87 years","Roscommon County Council","Number","226"
"Population","2022","Both sexes","87 years","Sligo County Council","Number","194"
"Population","2022","Both sexes","87 years","Cavan County Council","Number","182"
"Population","2022","Both sexes","87 years","Donegal County Council","Number","433"
"Population","2022","Both sexes","87 years","Monaghan County Council","Number","156"
"Population","2022","Both sexes","88 years","Ireland","Number","9698"
"Population","2022","Both sexes","88 years","Carlow County Council","Number","105"
"Population","2022","Both sexes","88 years","Dublin City Council","Number","1330"
"Population","2022","Both sexes","88 years","Dún Laoghaire Rathdown County Council","Number","668"
"Population","2022","Both sexes","88 years","Fingal County Council","Number","324"
"Population","2022","Both sexes","88 years","South Dublin County Council","Number","379"
"Population","2022","Both sexes","88 years","Kildare County Council","Number","265"
"Population","2022","Both sexes","88 years","Kilkenny County Council","Number","203"
"Population","2022","Both sexes","88 years","Laois County Council","Number","137"
"Population","2022","Both sexes","88 years","Longford County Council","Number","91"
"Population","2022","Both sexes","88 years","Louth County Council","Number","244"
"Population","2022","Both sexes","88 years","Meath County Council","Number","282"
"Population","2022","Both sexes","88 years","Offaly County Council","Number","178"
"Population","2022","Both sexes","88 years","Westmeath County Council","Number","167"
"Population","2022","Both sexes","88 years","Wexford County Council","Number","323"
"Population","2022","Both sexes","88 years","Wicklow County Council","Number","241"
"Population","2022","Both sexes","88 years","Clare County Council","Number","258"
"Population","2022","Both sexes","88 years","Cork City Council","Number","454"
"Population","2022","Both sexes","88 years","Cork County Council","Number","690"
"Population","2022","Both sexes","88 years","Kerry County Council","Number","322"
"Population","2022","Both sexes","88 years","Limerick City & County Council","Number","357"
"Population","2022","Both sexes","88 years","Tipperary County Council","Number","364"
"Population","2022","Both sexes","88 years","Waterford City & County Council","Number","266"
"Population","2022","Both sexes","88 years","Galway City Council","Number","141"
"Population","2022","Both sexes","88 years","Galway County Council","Number","433"
"Population","2022","Both sexes","88 years","Leitrim County Council","Number","80"
"Population","2022","Both sexes","88 years","Mayo  County Council","Number","393"
"Population","2022","Both sexes","88 years","Roscommon County Council","Number","177"
"Population","2022","Both sexes","88 years","Sligo County Council","Number","168"
"Population","2022","Both sexes","88 years","Cavan County Council","Number","188"
"Population","2022","Both sexes","88 years","Donegal County Council","Number","339"
"Population","2022","Both sexes","88 years","Monaghan County Council","Number","131"
"Population","2022","Both sexes","89 years","Ireland","Number","7997"
"Population","2022","Both sexes","89 years","Carlow County Council","Number","86"
"Population","2022","Both sexes","89 years","Dublin City Council","Number","1066"
"Population","2022","Both sexes","89 years","Dún Laoghaire Rathdown County Council","Number","525"
"Population","2022","Both sexes","89 years","Fingal County Council","Number","333"
"Population","2022","Both sexes","89 years","South Dublin County Council","Number","319"
"Population","2022","Both sexes","89 years","Kildare County Council","Number","242"
"Population","2022","Both sexes","89 years","Kilkenny County Council","Number","188"
"Population","2022","Both sexes","89 years","Laois County Council","Number","96"
"Population","2022","Both sexes","89 years","Longford County Council","Number","73"
"Population","2022","Both sexes","89 years","Louth County Council","Number","183"
"Population","2022","Both sexes","89 years","Meath County Council","Number","224"
"Population","2022","Both sexes","89 years","Offaly County Council","Number","120"
"Population","2022","Both sexes","89 years","Westmeath County Council","Number","131"
"Population","2022","Both sexes","89 years","Wexford County Council","Number","257"
"Population","2022","Both sexes","89 years","Wicklow County Council","Number","246"
"Population","2022","Both sexes","89 years","Clare County Council","Number","207"
"Population","2022","Both sexes","89 years","Cork City Council","Number","365"
"Population","2022","Both sexes","89 years","Cork County Council","Number","549"
"Population","2022","Both sexes","89 years","Kerry County Council","Number","269"
"Population","2022","Both sexes","89 years","Limerick City & County Council","Number","317"
"Population","2022","Both sexes","89 years","Tipperary County Council","Number","332"
"Population","2022","Both sexes","89 years","Waterford City & County Council","Number","226"
"Population","2022","Both sexes","89 years","Galway City Council","Number","96"
"Population","2022","Both sexes","89 years","Galway County Council","Number","360"
"Population","2022","Both sexes","89 years","Leitrim County Council","Number","56"
"Population","2022","Both sexes","89 years","Mayo  County Council","Number","269"
"Population","2022","Both sexes","89 years","Roscommon County Council","Number","149"
"Population","2022","Both sexes","89 years","Sligo County Council","Number","140"
"Population","2022","Both sexes","89 years","Cavan County Council","Number","134"
"Population","2022","Both sexes","89 years","Donegal County Council","Number","310"
"Population","2022","Both sexes","89 years","Monaghan County Council","Number","129"
"Population","2022","Both sexes","90 years","Ireland","Number","6729"
"Population","2022","Both sexes","90 years","Carlow County Council","Number","65"
"Population","2022","Both sexes","90 years","Dublin City Council","Number","885"
"Population","2022","Both sexes","90 years","Dún Laoghaire Rathdown County Council","Number","493"
"Population","2022","Both sexes","90 years","Fingal County Council","Number","256"
"Population","2022","Both sexes","90 years","South Dublin County Council","Number","289"
"Population","2022","Both sexes","90 years","Kildare County Council","Number","196"
"Population","2022","Both sexes","90 years","Kilkenny County Council","Number","131"
"Population","2022","Both sexes","90 years","Laois County Council","Number","70"
"Population","2022","Both sexes","90 years","Longford County Council","Number","56"
"Population","2022","Both sexes","90 years","Louth County Council","Number","149"
"Population","2022","Both sexes","90 years","Meath County Council","Number","203"
"Population","2022","Both sexes","90 years","Offaly County Council","Number","107"
"Population","2022","Both sexes","90 years","Westmeath County Council","Number","123"
"Population","2022","Both sexes","90 years","Wexford County Council","Number","217"
"Population","2022","Both sexes","90 years","Wicklow County Council","Number","177"
"Population","2022","Both sexes","90 years","Clare County Council","Number","174"
"Population","2022","Both sexes","90 years","Cork City Council","Number","335"
"Population","2022","Both sexes","90 years","Cork County Council","Number","475"
"Population","2022","Both sexes","90 years","Kerry County Council","Number","228"
"Population","2022","Both sexes","90 years","Limerick City & County Council","Number","248"
"Population","2022","Both sexes","90 years","Tipperary County Council","Number","280"
"Population","2022","Both sexes","90 years","Waterford City & County Council","Number","204"
"Population","2022","Both sexes","90 years","Galway City Council","Number","88"
"Population","2022","Both sexes","90 years","Galway County Council","Number","289"
"Population","2022","Both sexes","90 years","Leitrim County Council","Number","61"
"Population","2022","Both sexes","90 years","Mayo  County Council","Number","256"
"Population","2022","Both sexes","90 years","Roscommon County Council","Number","137"
"Population","2022","Both sexes","90 years","Sligo County Council","Number","105"
"Population","2022","Both sexes","90 years","Cavan County Council","Number","96"
"Population","2022","Both sexes","90 years","Donegal County Council","Number","248"
"Population","2022","Both sexes","90 years","Monaghan County Council","Number","88"
"Population","2022","Both sexes","91 years","Ireland","Number","5731"
"Population","2022","Both sexes","91 years","Carlow County Council","Number","72"
"Population","2022","Both sexes","91 years","Dublin City Council","Number","778"
"Population","2022","Both sexes","91 years","Dún Laoghaire Rathdown County Council","Number","379"
"Population","2022","Both sexes","91 years","Fingal County Council","Number","211"
"Population","2022","Both sexes","91 years","South Dublin County Council","Number","210"
"Population","2022","Both sexes","91 years","Kildare County Council","Number","153"
"Population","2022","Both sexes","91 years","Kilkenny County Council","Number","138"
"Population","2022","Both sexes","91 years","Laois County Council","Number","89"
"Population","2022","Both sexes","91 years","Longford County Council","Number","43"
"Population","2022","Both sexes","91 years","Louth County Council","Number","132"
"Population","2022","Both sexes","91 years","Meath County Council","Number","144"
"Population","2022","Both sexes","91 years","Offaly County Council","Number","77"
"Population","2022","Both sexes","91 years","Westmeath County Council","Number","109"
"Population","2022","Both sexes","91 years","Wexford County Council","Number","177"
"Population","2022","Both sexes","91 years","Wicklow County Council","Number","164"
"Population","2022","Both sexes","91 years","Clare County Council","Number","138"
"Population","2022","Both sexes","91 years","Cork City Council","Number","272"
"Population","2022","Both sexes","91 years","Cork County Council","Number","430"
"Population","2022","Both sexes","91 years","Kerry County Council","Number","209"
"Population","2022","Both sexes","91 years","Limerick City & County Council","Number","221"
"Population","2022","Both sexes","91 years","Tipperary County Council","Number","230"
"Population","2022","Both sexes","91 years","Waterford City & County Council","Number","171"
"Population","2022","Both sexes","91 years","Galway City Council","Number","102"
"Population","2022","Both sexes","91 years","Galway County Council","Number","254"
"Population","2022","Both sexes","91 years","Leitrim County Council","Number","57"
"Population","2022","Both sexes","91 years","Mayo  County Council","Number","218"
"Population","2022","Both sexes","91 years","Roscommon County Council","Number","96"
"Population","2022","Both sexes","91 years","Sligo County Council","Number","86"
"Population","2022","Both sexes","91 years","Cavan County Council","Number","98"
"Population","2022","Both sexes","91 years","Donegal County Council","Number","207"
"Population","2022","Both sexes","91 years","Monaghan County Council","Number","66"
"Population","2022","Both sexes","92 years","Ireland","Number","4106"
"Population","2022","Both sexes","92 years","Carlow County Council","Number","38"
"Population","2022","Both sexes","92 years","Dublin City Council","Number","624"
"Population","2022","Both sexes","92 years","Dún Laoghaire Rathdown County Council","Number","287"
"Population","2022","Both sexes","92 years","Fingal County Council","Number","148"
"Population","2022","Both sexes","92 years","South Dublin County Council","Number","146"
"Population","2022","Both sexes","92 years","Kildare County Council","Number","111"
"Population","2022","Both sexes","92 years","Kilkenny County Council","Number","83"
"Population","2022","Both sexes","92 years","Laois County Council","Number","65"
"Population","2022","Both sexes","92 years","Longford County Council","Number","26"
"Population","2022","Both sexes","92 years","Louth County Council","Number","100"
"Population","2022","Both sexes","92 years","Meath County Council","Number","125"
"Population","2022","Both sexes","92 years","Offaly County Council","Number","57"
"Population","2022","Both sexes","92 years","Westmeath County Council","Number","73"
"Population","2022","Both sexes","92 years","Wexford County Council","Number","125"
"Population","2022","Both sexes","92 years","Wicklow County Council","Number","114"
"Population","2022","Both sexes","92 years","Clare County Council","Number","99"
"Population","2022","Both sexes","92 years","Cork City Council","Number","177"
"Population","2022","Both sexes","92 years","Cork County Council","Number","304"
"Population","2022","Both sexes","92 years","Kerry County Council","Number","128"
"Population","2022","Both sexes","92 years","Limerick City & County Council","Number","150"
"Population","2022","Both sexes","92 years","Tipperary County Council","Number","170"
"Population","2022","Both sexes","92 years","Waterford City & County Council","Number","120"
"Population","2022","Both sexes","92 years","Galway City Council","Number","64"
"Population","2022","Both sexes","92 years","Galway County Council","Number","190"
"Population","2022","Both sexes","92 years","Leitrim County Council","Number","42"
"Population","2022","Both sexes","92 years","Mayo  County Council","Number","129"
"Population","2022","Both sexes","92 years","Roscommon County Council","Number","76"
"Population","2022","Both sexes","92 years","Sligo County Council","Number","54"
"Population","2022","Both sexes","92 years","Cavan County Council","Number","67"
"Population","2022","Both sexes","92 years","Donegal County Council","Number","148"
"Population","2022","Both sexes","92 years","Monaghan County Council","Number","66"
"Population","2022","Both sexes","93 years","Ireland","Number","3257"
"Population","2022","Both sexes","93 years","Carlow County Council","Number","26"
"Population","2022","Both sexes","93 years","Dublin City Council","Number","447"
"Population","2022","Both sexes","93 years","Dún Laoghaire Rathdown County Council","Number","230"
"Population","2022","Both sexes","93 years","Fingal County Council","Number","118"
"Population","2022","Both sexes","93 years","South Dublin County Council","Number","115"
"Population","2022","Both sexes","93 years","Kildare County Council","Number","114"
"Population","2022","Both sexes","93 years","Kilkenny County Council","Number","66"
"Population","2022","Both sexes","93 years","Laois County Council","Number","38"
"Population","2022","Both sexes","93 years","Longford County Council","Number","36"
"Population","2022","Both sexes","93 years","Louth County Council","Number","88"
"Population","2022","Both sexes","93 years","Meath County Council","Number","88"
"Population","2022","Both sexes","93 years","Offaly County Council","Number","48"
"Population","2022","Both sexes","93 years","Westmeath County Council","Number","60"
"Population","2022","Both sexes","93 years","Wexford County Council","Number","110"
"Population","2022","Both sexes","93 years","Wicklow County Council","Number","82"
"Population","2022","Both sexes","93 years","Clare County Council","Number","78"
"Population","2022","Both sexes","93 years","Cork City Council","Number","149"
"Population","2022","Both sexes","93 years","Cork County Council","Number","236"
"Population","2022","Both sexes","93 years","Kerry County Council","Number","127"
"Population","2022","Both sexes","93 years","Limerick City & County Council","Number","130"
"Population","2022","Both sexes","93 years","Tipperary County Council","Number","118"
"Population","2022","Both sexes","93 years","Waterford City & County Council","Number","70"
"Population","2022","Both sexes","93 years","Galway City Council","Number","53"
"Population","2022","Both sexes","93 years","Galway County Council","Number","129"
"Population","2022","Both sexes","93 years","Leitrim County Council","Number","32"
"Population","2022","Both sexes","93 years","Mayo  County Council","Number","122"
"Population","2022","Both sexes","93 years","Roscommon County Council","Number","71"
"Population","2022","Both sexes","93 years","Sligo County Council","Number","51"
"Population","2022","Both sexes","93 years","Cavan County Council","Number","50"
"Population","2022","Both sexes","93 years","Donegal County Council","Number","130"
"Population","2022","Both sexes","93 years","Monaghan County Council","Number","45"
"Population","2022","Both sexes","94 years","Ireland","Number","2455"
"Population","2022","Both sexes","94 years","Carlow County Council","Number","24"
"Population","2022","Both sexes","94 years","Dublin City Council","Number","362"
"Population","2022","Both sexes","94 years","Dún Laoghaire Rathdown County Council","Number","189"
"Population","2022","Both sexes","94 years","Fingal County Council","Number","86"
"Population","2022","Both sexes","94 years","South Dublin County Council","Number","100"
"Population","2022","Both sexes","94 years","Kildare County Council","Number","64"
"Population","2022","Both sexes","94 years","Kilkenny County Council","Number","63"
"Population","2022","Both sexes","94 years","Laois County Council","Number","29"
"Population","2022","Both sexes","94 years","Longford County Council","Number","26"
"Population","2022","Both sexes","94 years","Louth County Council","Number","50"
"Population","2022","Both sexes","94 years","Meath County Council","Number","72"
"Population","2022","Both sexes","94 years","Offaly County Council","Number","50"
"Population","2022","Both sexes","94 years","Westmeath County Council","Number","47"
"Population","2022","Both sexes","94 years","Wexford County Council","Number","64"
"Population","2022","Both sexes","94 years","Wicklow County Council","Number","76"
"Population","2022","Both sexes","94 years","Clare County Council","Number","54"
"Population","2022","Both sexes","94 years","Cork City Council","Number","79"
"Population","2022","Both sexes","94 years","Cork County Council","Number","153"
"Population","2022","Both sexes","94 years","Kerry County Council","Number","78"
"Population","2022","Both sexes","94 years","Limerick City & County Council","Number","98"
"Population","2022","Both sexes","94 years","Tipperary County Council","Number","91"
"Population","2022","Both sexes","94 years","Waterford City & County Council","Number","57"
"Population","2022","Both sexes","94 years","Galway City Council","Number","26"
"Population","2022","Both sexes","94 years","Galway County Council","Number","120"
"Population","2022","Both sexes","94 years","Leitrim County Council","Number","22"
"Population","2022","Both sexes","94 years","Mayo  County Council","Number","108"
"Population","2022","Both sexes","94 years","Roscommon County Council","Number","55"
"Population","2022","Both sexes","94 years","Sligo County Council","Number","57"
"Population","2022","Both sexes","94 years","Cavan County Council","Number","32"
"Population","2022","Both sexes","94 years","Donegal County Council","Number","88"
"Population","2022","Both sexes","94 years","Monaghan County Council","Number","35"
"Population","2022","Both sexes","95 years","Ireland","Number","1826"
"Population","2022","Both sexes","95 years","Carlow County Council","Number","14"
"Population","2022","Both sexes","95 years","Dublin City Council","Number","265"
"Population","2022","Both sexes","95 years","Dún Laoghaire Rathdown County Council","Number","132"
"Population","2022","Both sexes","95 years","Fingal County Council","Number","53"
"Population","2022","Both sexes","95 years","South Dublin County Council","Number","63"
"Population","2022","Both sexes","95 years","Kildare County Council","Number","54"
"Population","2022","Both sexes","95 years","Kilkenny County Council","Number","36"
"Population","2022","Both sexes","95 years","Laois County Council","Number","13"
"Population","2022","Both sexes","95 years","Longford County Council","Number","11"
"Population","2022","Both sexes","95 years","Louth County Council","Number","50"
"Population","2022","Both sexes","95 years","Meath County Council","Number","63"
"Population","2022","Both sexes","95 years","Offaly County Council","Number","27"
